Date,Open,High,Low,Close,Volume
11-Oct-07,239.02,239.02,226.05,229.01,12756800
10-Oct-07,237.11,239.03,234.90,235.94,9555100
9-Oct-07,227.80,239.70,226.20,239.20,15066200
8-Oct-07,227.51,229.35,226.26,226.96,4123700
5-Oct-07,227.11,229.72,225.96,228.50,7218500
4-Oct-07,227.55,229.25,223.89,225.95,10003200
3-Oct-07,226.25,230.63,225.67,227.35,9999500
2-Oct-07,223.25,228.50,222.11,228.02,9271400
1-Oct-07,215.41,223.62,215.40,222.98,9856500
28-Sep-07,215.76,218.67,215.25,216.74,6067900
27-Sep-07,215.45,218.38,214.19,216.78,8240100
26-Sep-07,212.42,216.27,210.80,214.61,10572600
25-Sep-07,209.00,213.07,208.81,210.90,11538300
24-Sep-07,210.99,214.90,207.71,210.43,13356300
21-Sep-07,205.56,210.36,203.53,209.98,18019100
20-Sep-07,210.94,211.00,203.44,203.53,24809000
19-Sep-07,203.49,207.00,203.00,205.50,22768900
18-Sep-07,190.80,200.76,187.41,200.50,21769400
17-Sep-07,189.00,189.50,186.34,187.61,7522000
14-Sep-07,186.95,191.00,185.59,190.59,9273500
13-Sep-07,183.75,196.04,183.72,188.47,11161300
12-Sep-07,183.14,184.25,181.70,182.53,7697700
11-Sep-07,185.50,187.00,182.50,183.50,11302100
10-Sep-07,180.50,186.07,178.50,183.61,12885100
7-Sep-07,176.60,181.05,175.00,178.98,15069000
6-Sep-07,178.50,179.71,175.36,179.18,9180400
5-Sep-07,179.68,179.79,176.90,177.81,8868700
4-Sep-07,176.18,183.70,176.18,180.80,9990800
31-Aug-07,175.65,178.10,173.87,176.01,10855800
30-Aug-07,169.96,173.43,169.79,171.38,9424500
29-Aug-07,172.38,174.45,167.92,173.72,12696300
28-Aug-07,175.01,176.13,170.25,170.95,11419100
27-Aug-07,179.33,180.05,177.26,177.95,6636900
24-Aug-07,176.77,180.26,175.60,179.73,8896400
23-Aug-07,179.79,180.88,175.92,177.50,10403200
22-Aug-07,177.52,180.05,174.29,177.89,13212900
21-Aug-07,172.50,177.30,170.00,175.48,11154400
20-Aug-07,176.02,176.39,170.12,172.76,12969500
17-Aug-07,178.12,180.86,170.50,175.00,24718700
16-Aug-07,163.10,171.41,157.38,169.85,27417200
15-Aug-07,169.00,173.52,163.83,164.90,22037600
14-Aug-07,178.60,178.78,169.00,169.75,25101700
13-Aug-07,185.01,187.25,176.61,177.50,14546800
10-Aug-07,178.65,184.41,175.57,180.50,17887600
9-Aug-07,186.16,190.65,180.79,182.25,20566000
8-Aug-07,192.04,198.50,188.76,193.30,18739100
7-Aug-07,186.58,194.64,185.39,191.25,21201600
6-Aug-07,179.20,187.86,175.00,187.79,18772100
3-Aug-07,185.41,186.84,179.68,179.68,19688400
2-Aug-07,189.13,192.48,185.00,187.46,12353100
1-Aug-07,187.03,189.10,182.85,189.00,14086700
31-Jul-07,198.55,198.99,187.25,188.34,13557000
30-Jul-07,194.52,197.60,192.45,195.74,11492500
27-Jul-07,194.67,196.84,190.51,192.65,16720000
26-Jul-07,198.00,199.89,189.00,195.12,22600800
25-Jul-07,199.80,203.75,197.78,203.16,13080600
24-Jul-07,202.63,204.56,196.77,198.15,12224100
23-Jul-07,207.16,207.88,204.07,205.04,7619200
20-Jul-07,211.17,211.97,204.79,205.94,14277000
19-Jul-07,217.08,217.50,210.03,211.69,9303300
18-Jul-07,216.03,218.52,212.34,214.99,11300700
17-Jul-07,221.41,222.12,218.65,219.40,5482000
16-Jul-07,221.87,223.45,219.46,220.40,4639000
13-Jul-07,220.06,222.82,219.20,222.18,5538700
12-Jul-07,218.47,220.29,216.72,220.29,5840100
11-Jul-07,216.98,219.00,214.65,216.72,8809300
10-Jul-07,220.99,222.70,216.52,217.08,7892900
9-Jul-07,223.02,225.77,222.51,223.30,3972300
6-Jul-07,220.76,224.22,220.70,223.64,4093300
5-Jul-07,224.29,224.29,221.20,221.32,5364500
3-Jul-07,220.34,224.90,219.99,224.55,4636600
2-Jul-07,217.50,219.65,216.00,219.18,4691800
29-Jun-07,219.55,220.44,213.69,216.75,7625300
28-Jun-07,219.75,221.47,217.67,218.96,5750400
27-Jun-07,214.00,219.80,212.56,219.33,8910800
26-Jun-07,217.70,219.36,214.17,214.17,9657400
25-Jun-07,221.11,223.17,215.05,216.74,11280100
22-Jun-07,226.50,226.79,220.27,222.40,9607400
21-Jun-07,225.98,226.90,222.20,226.90,8277700
20-Jun-07,229.75,230.33,225.72,225.89,5734600
19-Jun-07,226.16,229.57,225.49,229.47,4549600
18-Jun-07,226.55,227.54,224.80,226.97,4328000
15-Jun-07,227.33,228.47,226.00,226.19,7338100
14-Jun-07,227.71,229.30,225.01,225.75,13728600
13-Jun-07,229.00,233.64,228.00,233.64,7185000
12-Jun-07,226.90,231.12,225.58,227.85,7354600
11-Jun-07,225.51,227.57,224.13,227.16,4181500
8-Jun-07,220.10,225.07,218.75,225.06,5784600
7-Jun-07,226.29,227.42,219.34,220.05,8206700
6-Jun-07,227.77,227.94,224.85,227.35,4370800
5-Jun-07,229.36,230.33,228.25,229.36,3572600
4-Jun-07,230.00,230.65,227.94,229.71,3355900
1-Jun-07,232.08,232.89,229.59,230.71,4028000
31-May-07,232.21,233.97,230.09,230.82,4540300
30-May-07,226.25,232.00,225.60,232.00,5242800
29-May-07,226.25,228.90,226.03,228.44,3695600
25-May-07,226.81,226.95,224.19,225.53,4014400
24-May-07,229.37,230.75,225.05,225.68,6063400
23-May-07,231.70,232.41,228.43,228.54,4235800
22-May-07,229.79,231.66,228.75,230.71,3547700
21-May-07,230.65,231.69,228.56,229.23,7739000
18-May-07,228.55,231.22,227.95,230.34,6581900
17-May-07,226.75,227.93,225.25,227.38,3950000
16-May-07,225.59,227.96,224.52,227.11,5108500
15-May-07,226.19,228.33,224.26,224.38,5535400
14-May-07,228.03,229.00,225.35,226.18,4751700
11-May-07,223.91,227.55,223.60,227.50,4918800
10-May-07,225.50,226.98,222.95,223.10,4941200
9-May-07,224.95,227.68,223.35,226.57,5183800
8-May-07,225.92,225.99,222.96,224.95,4823300
7-May-07,227.00,229.90,225.60,227.22,4603300
4-May-07,222.60,227.34,221.43,227.34,5551200
3-May-07,220.39,221.93,218.55,221.56,4300100
2-May-07,218.00,221.92,217.45,219.49,4825500
1-May-07,219.08,219.91,215.35,218.58,6160000
30-Apr-07,224.36,224.98,218.48,218.61,5330900
27-Apr-07,224.05,225.71,222.99,224.28,3435400
26-Apr-07,225.90,226.61,224.17,224.81,4715700
25-Apr-07,221.90,226.05,220.10,225.60,7189900
24-Apr-07,222.75,223.24,218.71,220.72,6647500
23-Apr-07,221.00,223.98,220.48,222.42,5779300
20-Apr-07,221.23,222.19,218.37,220.00,7294000
19-Apr-07,215.34,221.71,214.80,219.29,8861100
18-Apr-07,214.10,218.54,213.97,216.75,6059800
17-Apr-07,215.15,216.87,213.54,214.90,5981500
16-Apr-07,208.24,215.23,208.12,214.52,9964300
13-Apr-07,207.95,207.95,205.61,206.50,3683700
12-Apr-07,206.25,207.52,205.39,207.05,3766100
11-Apr-07,208.70,208.87,206.61,206.93,5535400
10-Apr-07,208.30,209.81,208.21,209.05,2993300
9-Apr-07,208.57,209.87,207.45,208.94,3597400
5-Apr-07,208.50,208.50,207.41,207.93,3004600
4-Apr-07,209.45,209.95,208.21,208.79,4110600
3-Apr-07,207.00,209.75,206.47,209.75,4964000
2-Apr-07,207.67,207.68,203.29,205.65,5746100
30-Mar-07,207.44,209.03,204.70,206.63,5156500
29-Mar-07,208.09,208.89,206.30,207.20,6359500
28-Mar-07,208.21,208.67,206.19,206.76,7596200
27-Mar-07,211.01,211.73,209.74,209.87,4735300
26-Mar-07,212.01,212.22,209.30,211.73,6497800
23-Mar-07,210.06,211.89,209.71,211.89,4673100
22-Mar-07,211.70,211.75,209.29,210.08,7913300
21-Mar-07,205.34,211.51,204.16,210.95,10887000
20-Mar-07,202.49,204.43,202.00,204.00,6518400
19-Mar-07,201.32,202.50,200.44,202.44,8107700
16-Mar-07,200.79,201.05,198.27,199.00,10774800
15-Mar-07,200.00,202.37,199.50,200.89,9564700
14-Mar-07,200.00,202.16,197.54,200.15,20287900
13-Mar-07,204.96,208.56,198.52,199.03,30284300
12-Mar-07,200.00,202.89,198.86,202.60,9509700
9-Mar-07,202.95,202.99,198.86,201.70,7571700
8-Mar-07,198.03,202.02,198.00,199.94,10764300
7-Mar-07,197.48,199.00,195.50,195.59,8290900
6-Mar-07,193.90,198.20,193.70,197.37,10626700
5-Mar-07,193.55,197.49,189.85,190.00,13160100
2-Mar-07,198.20,200.92,195.59,195.67,9789200
1-Mar-07,197.12,202.70,194.08,199.66,14021800
28-Feb-07,200.40,203.85,197.79,201.75,15801000
27-Feb-07,209.75,210.40,194.65,196.00,18549500
26-Feb-07,217.99,218.37,212.66,214.00,5219000
23-Feb-07,219.16,219.80,215.55,216.50,5179000
22-Feb-07,221.00,222.75,218.00,218.97,4245600
21-Feb-07,219.25,221.50,218.16,220.15,5214800
20-Feb-07,218.33,221.90,215.97,220.94,5498100
16-Feb-07,215.96,217.50,215.02,216.92,3115300
15-Feb-07,217.94,218.84,216.41,216.82,3621800
14-Feb-07,213.70,219.10,212.79,217.40,7682400
13-Feb-07,211.98,213.30,210.47,212.53,3998300
12-Feb-07,213.75,214.00,209.87,211.13,4860400
9-Feb-07,215.77,219.26,210.58,213.28,9083000
8-Feb-07,212.09,215.21,209.81,213.90,5390300
7-Feb-07,215.03,215.85,213.10,213.55,3613800
6-Feb-07,213.29,215.86,212.70,214.65,3790200
5-Feb-07,213.30,213.72,211.50,212.55,2987700
2-Feb-07,211.00,213.90,211.00,213.43,3523400
1-Feb-07,213.44,213.90,209.73,212.00,5713300
31-Jan-07,208.30,212.75,207.29,212.16,7148600
30-Jan-07,211.08,212.31,208.37,208.78,5992600
29-Jan-07,213.90,215.08,210.13,211.04,5872500
26-Jan-07,214.56,214.90,210.60,213.50,7435200
25-Jan-07,219.83,220.51,212.51,213.07,7853800
24-Jan-07,213.51,220.17,213.03,220.10,6367800
23-Jan-07,212.82,213.42,210.65,212.64,6094800
22-Jan-07,211.09,213.25,209.60,212.97,4969700
19-Jan-07,209.08,211.44,208.84,210.29,5050000
18-Jan-07,213.75,214.81,209.10,209.68,6406500
17-Jan-07,212.20,214.09,210.85,213.23,5279000
16-Jan-07,200.00,215.13,200.00,213.59,5160100
12-Jan-07,210.90,214.22,210.40,213.99,6493500
11-Jan-07,208.34,213.17,207.60,211.88,8804100
10-Jan-07,203.40,208.44,201.50,208.11,8010100
9-Jan-07,203.54,204.90,202.00,204.08,7117100
8-Jan-07,199.05,203.95,198.10,203.73,7539500
5-Jan-07,198.43,200.00,197.90,199.05,5836300
4-Jan-07,200.22,200.67,198.07,198.85,6431500
3-Jan-07,200.60,203.32,197.82,200.72,6439700
29-Dec-06,200.93,202.40,199.32,199.35,2753300
28-Dec-06,202.33,202.48,199.76,200.80,2375300
27-Dec-06,199.86,202.29,199.72,201.95,2866100
26-Dec-06,198.90,200.60,198.29,199.86,2573700
22-Dec-06,199.10,199.15,195.66,198.09,3491400
21-Dec-06,202.36,202.69,197.70,198.10,4570600
20-Dec-06,201.79,204.31,201.24,201.37,4304100
19-Dec-06,201.98,202.67,200.43,201.24,4803400
18-Dec-06,200.50,203.59,199.64,203.24,5929900
15-Dec-06,200.61,201.95,199.80,199.84,5433500
14-Dec-06,199.20,200.80,197.63,200.13,5074200
13-Dec-06,200.16,201.78,198.00,198.31,5736800
12-Dec-06,200.21,203.85,198.44,200.00,8521800
11-Dec-06,205.50,205.50,201.84,202.52,5809000
8-Dec-06,200.24,205.26,200.00,205.10,4920900
7-Dec-06,206.70,206.70,200.00,200.20,5224900
6-Dec-06,202.00,205.05,201.00,205.00,4117100
5-Dec-06,199.70,202.25,198.21,201.61,3723100
4-Dec-06,195.65,200.08,195.39,200.05,4246800
1-Dec-06,195.70,196.43,191.52,194.50,4814800
30-Nov-06,195.98,196.45,193.18,194.80,4074200
29-Nov-06,197.99,199.45,193.06,196.22,5889300
28-Nov-06,193.00,197.49,191.50,197.12,5851800
27-Nov-06,201.35,202.10,193.11,193.11,6260600
24-Nov-06,200.23,203.35,199.15,201.60,1971400
22-Nov-06,200.00,202.47,199.99,202.29,3049800
21-Nov-06,199.00,199.89,198.29,199.76,3438300
20-Nov-06,195.35,198.11,195.03,197.45,3335600
17-Nov-06,195.98,197.00,194.88,195.04,3384000
16-Nov-06,194.00,196.80,194.00,196.72,4745400
15-Nov-06,190.37,194.32,189.84,193.11,5016100
14-Nov-06,188.40,190.94,185.40,190.36,4692300
13-Nov-06,187.65,189.80,187.23,187.73,3344000
10-Nov-06,185.46,187.07,184.60,187.06,3318000
9-Nov-06,188.40,189.00,184.78,184.78,4482700
8-Nov-06,187.65,189.92,186.50,188.77,3876100
7-Nov-06,190.20,191.42,188.56,188.68,3690200
6-Nov-06,187.68,191.70,187.68,190.00,4135800
3-Nov-06,188.90,188.95,185.30,187.13,4140500
2-Nov-06,184.51,187.79,182.70,187.39,6094200
1-Nov-06,191.00,192.21,184.75,185.00,7721300
31-Oct-06,190.00,191.02,188.88,189.79,4530800
30-Oct-06,188.00,190.55,186.70,189.75,5340900
27-Oct-06,192.01,193.23,188.39,188.67,5685000
26-Oct-06,189.18,193.60,188.29,193.38,5693400
25-Oct-06,188.64,189.69,187.16,188.61,5220000
24-Oct-06,184.52,188.25,184.40,187.84,5456300
23-Oct-06,180.23,184.87,180.21,184.70,4650600
20-Oct-06,179.72,180.69,178.85,180.40,4181600
19-Oct-06,181.25,182.63,179.90,180.05,5549500
18-Oct-06,184.07,184.65,181.85,182.97,6109800
17-Oct-06,184.22,184.71,182.14,183.07,5728300
16-Oct-06,183.82,185.48,183.09,185.22,4681000
13-Oct-06,181.21,183.96,180.65,183.85,5154500
12-Oct-06,179.27,181.92,178.61,181.51,5745500
11-Oct-06,177.30,178.97,176.75,178.97,5299300
10-Oct-06,177.05,179.85,176.79,178.86,6551100
9-Oct-06,175.40,177.49,175.32,177.45,3946100
6-Oct-06,174.32,176.00,173.80,175.65,4844100
5-Oct-06,176.52,176.52,174.69,175.50,5580900
4-Oct-06,173.31,176.66,173.31,176.56,7569100
3-Oct-06,170.44,174.40,170.10,174.20,5821800
2-Oct-06,168.51,171.45,168.51,170.69,4134900
29-Sep-06,170.05,171.15,169.10,169.17,4361500
28-Sep-06,168.95,170.00,167.80,170.00,4404900
27-Sep-06,168.93,169.90,167.25,169.00,5166300
26-Sep-06,167.94,169.92,167.02,168.68,6092500
25-Sep-06,167.90,169.42,167.00,168.69,4777000
22-Sep-06,166.95,168.33,165.76,167.52,5091500
21-Sep-06,167.50,169.69,165.86,167.15,8042500
20-Sep-06,164.63,167.16,164.23,166.60,6392800
19-Sep-06,163.08,164.22,162.31,163.39,4847700
18-Sep-06,162.02,164.80,162.00,163.22,5727200
15-Sep-06,162.50,163.75,161.52,162.71,6765300
14-Sep-06,159.75,163.18,159.52,162.52,5463200
13-Sep-06,157.70,162.26,156.81,160.86,7460100
12-Sep-06,154.75,159.75,154.71,158.29,10152400
11-Sep-06,149.25,151.23,149.15,151.00,3107000
8-Sep-06,151.00,151.00,147.52,149.80,3273300
7-Sep-06,150.10,150.68,148.35,148.57,3562900
6-Sep-06,150.65,151.44,149.92,150.67,2930300
5-Sep-06,149.75,151.51,149.05,151.28,3575300
1-Sep-06,148.70,149.43,147.13,149.14,3435000
31-Aug-06,147.07,148.75,147.07,148.65,2817200
30-Aug-06,147.20,147.76,146.42,147.06,2908600
29-Aug-06,149.60,149.79,145.66,147.09,4923600
28-Aug-06,148.25,150.54,147.88,149.53,4109800
25-Aug-06,150.69,151.42,149.75,150.07,2475000
24-Aug-06,153.55,153.60,150.75,151.40,3074200
23-Aug-06,153.41,154.75,152.15,152.70,2802800
22-Aug-06,154.36,155.01,153.05,154.15,3621900
21-Aug-06,153.16,154.25,151.64,153.83,3728300
18-Aug-06,154.45,154.75,153.00,154.68,2707400
17-Aug-06,153.90,156.25,153.85,154.45,3350300
16-Aug-06,153.95,155.05,152.72,154.99,3534900
15-Aug-06,152.38,153.99,151.21,152.65,4751300
14-Aug-06,152.48,153.01,149.43,150.37,3003500
11-Aug-06,152.35,152.87,149.99,151.11,2576000
10-Aug-06,149.50,152.12,148.50,151.63,3754600
9-Aug-06,153.50,153.75,149.60,150.01,4218300
8-Aug-06,152.65,155.40,150.49,151.45,6195800
7-Aug-06,152.12,154.85,151.76,152.65,2974900
4-Aug-06,154.00,156.29,152.17,152.99,4825300
3-Aug-06,148.75,153.15,148.47,152.10,3832300
2-Aug-06,150.26,150.50,147.54,149.90,6120700
1-Aug-06,151.90,151.90,149.59,151.26,3467000
31-Jul-06,151.60,153.73,150.66,152.75,4346500
28-Jul-06,149.65,152.35,149.33,151.72,4748500
27-Jul-06,148.70,149.63,147.59,148.26,4075200
26-Jul-06,148.31,148.82,146.69,147.38,3310800
25-Jul-06,146.90,149.67,145.34,148.49,4918500
24-Jul-06,143.30,147.50,143.06,146.90,4603300
21-Jul-06,145.05,145.06,141.80,142.04,4626400
20-Jul-06,146.70,147.80,145.00,145.18,4226200
19-Jul-06,142.70,147.85,142.70,146.97,6077000
18-Jul-06,140.62,142.48,139.90,142.34,5609700
17-Jul-06,140.10,142.27,139.20,140.87,4511300
14-Jul-06,143.10,143.50,138.97,140.10,5471000
13-Jul-06,144.03,145.20,142.10,142.55,5765100
12-Jul-06,148.70,149.23,145.07,145.27,4221000
11-Jul-06,148.40,149.00,146.55,148.67,3812300
10-Jul-06,149.25,150.41,148.16,148.85,2944800
7-Jul-06,150.01,150.50,148.44,148.51,3604600
6-Jul-06,152.29,152.30,150.20,150.58,3438400
5-Jul-06,151.70,151.70,150.00,150.95,4475000
3-Jul-06,151.93,152.79,151.34,152.45,3240200
30-Jun-06,152.20,152.72,149.50,150.43,5921200
29-Jun-06,148.10,152.20,146.35,152.20,6473600
28-Jun-06,147.41,148.50,145.07,146.49,4816700
27-Jun-06,149.05,150.89,147.16,147.16,3622500
26-Jun-06,148.92,149.95,148.10,149.90,3798200
23-Jun-06,147.85,149.40,147.21,147.92,3456000
22-Jun-06,149.71,150.50,146.95,148.31,4396300
21-Jun-06,145.77,150.32,145.50,149.83,7555300
20-Jun-06,144.65,145.99,143.59,145.26,5787500
19-Jun-06,144.98,145.75,142.95,143.75,6493000
16-Jun-06,143.30,144.59,142.61,144.00,6338300
15-Jun-06,140.40,145.19,140.07,144.12,10838000
14-Jun-06,139.75,141.76,136.79,138.50,10487800
13-Jun-06,144.25,145.50,138.01,139.25,15444700
12-Jun-06,150.30,150.72,145.00,145.00,5835800
9-Jun-06,151.00,152.10,148.99,149.89,4371400
8-Jun-06,148.80,150.67,144.50,149.76,7843300
7-Jun-06,149.25,152.53,148.30,149.95,4319300
6-Jun-06,151.39,152.06,147.50,149.24,6556700
5-Jun-06,154.95,156.29,149.85,150.40,5382800
2-Jun-06,155.50,157.00,153.60,154.09,4244000
1-Jun-06,150.92,153.59,150.19,153.55,4189700
31-May-06,151.30,152.39,149.15,150.95,5245500
30-May-06,151.00,151.95,149.25,149.83,5190400
26-May-06,150.00,152.94,149.47,152.94,5655300
25-May-06,145.20,147.32,144.68,147.32,5598800
24-May-06,143.65,145.59,140.42,143.92,8741600
23-May-06,148.05,148.88,143.70,143.70,5588100
22-May-06,148.51,148.51,143.34,146.15,8446600
19-May-06,148.30,150.45,146.75,149.41,6478000
18-May-06,149.36,150.25,146.44,147.03,6061900
17-May-06,150.85,151.15,147.00,148.21,7470800
16-May-06,153.60,155.11,150.62,152.70,4013900
15-May-06,154.60,157.00,151.11,153.14,5678100
12-May-06,158.75,159.70,156.00,156.11,4544000
11-May-06,164.38,164.49,158.60,159.28,3636800
10-May-06,164.85,165.41,162.05,164.09,3196400
9-May-06,163.75,166.26,163.70,165.75,2612400
8-May-06,164.39,166.55,162.20,163.53,2394600
5-May-06,159.75,164.60,159.69,164.39,3729600
4-May-06,159.16,160.33,158.00,158.04,2550500
3-May-06,159.50,159.85,157.75,159.15,2489100
2-May-06,157.60,160.00,157.12,158.83,3701700
1-May-06,160.30,161.67,155.21,156.45,5648500
28-Apr-06,163.81,164.89,158.65,160.29,5316900
27-Apr-06,163.35,165.79,162.10,163.97,4063900
26-Apr-06,163.50,164.65,162.20,163.40,3030800
25-Apr-06,165.35,165.60,161.76,162.80,3357900
24-Apr-06,165.50,166.27,163.50,165.35,3409500
21-Apr-06,168.62,168.66,165.32,165.89,3561200
20-Apr-06,166.06,169.31,166.06,168.55,4862900
19-Apr-06,164.55,167.57,163.60,167.05,4433300
18-Apr-06,162.75,166.18,161.32,165.55,4774400
17-Apr-06,160.25,163.21,160.00,161.94,3374600
13-Apr-06,158.45,159.69,158.20,159.43,2186500
12-Apr-06,159.63,160.30,158.40,159.52,3402400
11-Apr-06,163.00,163.30,158.51,159.15,4633700
10-Apr-06,162.50,164.05,161.45,162.46,4451300
7-Apr-06,162.04,163.16,159.89,161.02,4912000
6-Apr-06,160.07,162.07,160.07,162.04,4175200
5-Apr-06,160.50,161.92,160.00,160.75,4184100
4-Apr-06,158.12,161.36,158.12,161.00,5032400
3-Apr-06,157.99,159.88,156.92,158.12,3941000
31-Mar-06,157.00,158.38,156.25,156.96,3287000
30-Mar-06,157.73,159.63,155.71,156.81,4764300
29-Mar-06,154.90,157.57,154.84,156.90,4444000
28-Mar-06,155.01,157.82,154.16,154.16,6474500
27-Mar-06,152.13,155.36,152.13,155.00,4306500
24-Mar-06,151.68,152.57,150.88,152.17,2647100
23-Mar-06,151.17,151.96,150.45,151.67,3851600
22-Mar-06,148.30,152.36,148.30,151.82,3765700
21-Mar-06,151.61,152.00,149.01,149.40,4458300
20-Mar-06,150.05,152.66,149.80,152.18,4887900
17-Mar-06,148.25,151.54,148.03,150.36,6636700
16-Mar-06,149.10,149.69,147.45,147.69,6014900
15-Mar-06,148.30,149.64,147.59,149.00,7498700
14-Mar-06,145.92,149.50,145.62,149.42,10436600
13-Mar-06,141.55,142.95,139.18,140.72,4914000
10-Mar-06,141.63,142.45,140.15,141.53,3239200
9-Mar-06,142.66,143.40,141.20,141.70,2261600
8-Mar-06,143.55,144.67,141.26,142.49,3633000
7-Mar-06,144.37,144.46,143.17,144.28,2772400
6-Mar-06,146.54,147.08,144.31,145.02,2899900
3-Mar-06,143.50,147.48,143.10,146.00,4042000
2-Mar-06,143.07,144.86,142.24,144.00,2887000
1-Mar-06,141.98,143.74,141.56,143.15,2936500
28-Feb-06,143.60,144.16,141.11,141.29,3889400
27-Feb-06,144.81,145.25,143.34,143.82,2281300
24-Feb-06,143.05,145.40,143.05,144.16,2314500
23-Feb-06,145.61,145.61,143.79,143.96,2457200
22-Feb-06,143.45,145.53,143.23,145.53,2663900
21-Feb-06,145.56,145.75,143.01,143.45,2536200
17-Feb-06,146.19,146.22,144.06,145.54,2405600
16-Feb-06,146.10,146.35,144.21,145.90,2836400
15-Feb-06,142.00,145.50,141.40,145.14,4328200
14-Feb-06,141.20,142.32,138.77,141.78,3003000
13-Feb-06,139.65,141.80,139.15,139.65,2154600
10-Feb-06,140.67,141.85,137.80,140.81,4431200
9-Feb-06,141.14,142.85,140.49,140.85,3059400
8-Feb-06,140.10,141.93,139.32,141.14,4467700
7-Feb-06,142.35,143.31,139.48,139.48,5206400
6-Feb-06,142.61,144.10,141.60,142.82,3838200
3-Feb-06,141.55,143.12,140.70,142.74,4175400
2-Feb-06,142.27,143.77,141.40,142.52,3709300
1-Feb-06,141.40,142.95,140.43,141.71,3616800
31-Jan-06,139.73,141.86,138.45,141.25,4886900
30-Jan-06,139.55,140.64,138.71,139.87,3167300
27-Jan-06,137.93,139.75,137.10,138.94,3686100
26-Jan-06,133.01,138.36,133.01,137.40,4791400
25-Jan-06,133.65,134.04,132.46,133.56,3740500
24-Jan-06,132.63,134.09,132.34,133.00,3756100
23-Jan-06,131.64,134.18,131.64,132.87,3847400
20-Jan-06,132.85,134.06,131.25,131.44,5522800
19-Jan-06,132.72,134.82,132.71,133.82,4997100
18-Jan-06,131.06,132.68,131.01,132.37,4300000
17-Jan-06,131.00,133.13,130.59,132.59,3565500
13-Jan-06,132.02,133.66,131.90,133.26,2885300
12-Jan-06,131.40,133.21,131.38,132.25,3703900
11-Jan-06,131.45,133.80,131.42,131.97,4651700
10-Jan-06,130.05,132.95,130.02,132.03,5340600
9-Jan-06,128.50,130.62,128.00,130.39,4697400
6-Jan-06,127.29,129.25,127.29,128.84,4316400
5-Jan-06,126.00,127.32,125.61,127.04,3713000
4-Jan-06,127.35,128.91,126.38,127.09,4857200
3-Jan-06,126.70,129.44,124.23,128.87,6161700
30-Dec-05,127.15,128.07,126.70,127.71,1959400
29-Dec-05,127.45,128.74,127.45,128.02,1683500
28-Dec-05,128.30,128.81,127.64,127.98,1762500
27-Dec-05,128.70,129.40,127.83,128.26,2818400
23-Dec-05,127.95,128.47,127.40,128.11,1670200
22-Dec-05,127.55,128.25,126.69,127.99,2436500
21-Dec-05,126.35,128.30,126.11,127.31,3692300
20-Dec-05,124.70,126.23,124.34,125.86,4088600
19-Dec-05,127.30,127.40,124.45,125.13,4216300
16-Dec-05,127.66,127.86,126.11,126.50,5314700
15-Dec-05,128.25,129.60,127.60,128.30,5328900
14-Dec-05,131.08,131.90,129.35,129.63,3456900
13-Dec-05,128.80,131.89,128.51,131.64,3407900
12-Dec-05,130.40,131.02,128.51,130.01,2006000
9-Dec-05,129.15,130.05,128.44,129.66,1877200
8-Dec-05,128.80,130.02,127.76,128.64,3174600
7-Dec-05,130.68,131.10,128.85,129.89,2584000
6-Dec-05,133.95,134.16,130.85,131.31,3018400
5-Dec-05,130.75,133.67,129.42,133.05,2704800
2-Dec-05,130.15,131.76,130.01,131.08,1789300
1-Dec-05,130.50,131.66,129.61,130.28,2492400
30-Nov-05,130.45,131.27,128.44,128.96,3014700
29-Nov-05,132.00,132.43,129.05,130.45,3088000
28-Nov-05,134.30,134.30,130.84,131.10,2755500
25-Nov-05,134.20,134.89,134.03,134.12,798700
23-Nov-05,132.61,134.99,132.61,134.08,3136100
22-Nov-05,131.80,132.99,130.81,132.60,2379900
21-Nov-05,131.25,132.48,130.49,132.41,2058800
18-Nov-05,131.90,131.90,129.81,131.58,2594100
17-Nov-05,128.00,130.41,127.86,130.41,2593100
16-Nov-05,128.35,128.47,126.56,128.18,2522600
15-Nov-05,129.70,129.76,127.06,127.97,2300700
14-Nov-05,130.32,130.32,128.60,129.24,1797400
11-Nov-05,129.45,130.63,129.27,130.00,2116200
10-Nov-05,128.15,130.33,127.78,130.09,3172600
9-Nov-05,127.84,129.73,127.50,128.70,2638000
8-Nov-05,128.35,128.36,127.22,127.52,2943500
7-Nov-05,130.50,131.69,128.67,129.15,3558500
4-Nov-05,129.75,131.18,128.90,130.96,4082500
3-Nov-05,130.00,130.00,128.09,129.20,4994600
2-Nov-05,126.00,129.86,126.00,129.13,4248100
1-Nov-05,126.70,126.89,124.80,126.60,3918500
31-Oct-05,125.00,127.38,124.95,126.37,3811900
28-Oct-05,123.70,124.75,122.59,124.56,3458800
27-Oct-05,123.80,124.90,122.02,122.43,4131700
26-Oct-05,123.25,124.99,122.65,124.25,4168800
25-Oct-05,122.52,124.84,122.32,123.55,5095100
24-Oct-05,119.70,123.47,119.20,123.30,5507600
21-Oct-05,119.80,119.98,118.02,118.77,5364000
20-Oct-05,119.98,122.08,118.70,118.75,9006600
19-Oct-05,116.25,121.29,116.02,121.20,6702300
18-Oct-05,116.55,118.39,116.53,117.09,4038600
17-Oct-05,115.99,117.70,115.93,117.05,4230100
14-Oct-05,114.10,114.87,112.53,114.55,5703100
13-Oct-05,115.20,116.23,110.23,113.18,9102600
